"id","Deal"
1751,"Neutral"
15604,"Neutral"
22999,"Bad"
13247,"Bad"
7921,"Bad"
10197,"Neutral"
17041,"Neutral"
3126,"Good"
5662,"Good"
23944,"Bad"
15520,"Neutral"
5965,"Neutral"
23959,"Neutral"
19653,"Neutral"
14363,"Neutral"
15791,"Good"
6438,"Neutral"
15064,"Good"
3258,"Neutral"
9697,"Neutral"
14665,"Neutral"
19930,"Neutral"
19189,"Neutral"
8499,"Neutral"
15561,"Bad"
11174,"Neutral"
5171,"Good"
3458,"Neutral"
24799,"Bad"
9394,"Neutral"
13765,"Neutral"
18657,"Neutral"
7351,"Good"
16338,"Neutral"
24588,"Neutral"
22924,"Neutral"
21406,"Good"
7838,"Neutral"
6718,"Neutral"
6760,"Neutral"
10330,"Neutral"
25012,"Good"
10080,"Good"
15141,"Bad"
15432,"Neutral"
6200,"Good"
11880,"Neutral"
4539,"Neutral"
14299,"Neutral"
17354,"Neutral"
21747,"Neutral"
2615,"Neutral"
2837,"Neutral"
13647,"Good"
2349,"Good"
8504,"Bad"
8587,"Good"
3772,"Bad"
2717,"Neutral"
8872,"Neutral"
15342,"Good"
6783,"Neutral"
1106,"Neutral"
8768,"Good"
2480,"Good"
22559,"Good"
9896,"Good"
22732,"Neutral"
24059,"Neutral"
12434,"Bad"
5669,"Neutral"
23111,"Neutral"
3566,"Neutral"
593,"Bad"
23208,"Good"
2516,"Bad"
3639,"Neutral"
2593,"Neutral"
13857,"Neutral"
8355,"Good"
4292,"Good"
13511,"Neutral"
15304,"Neutral"
14086,"Good"
3369,"Bad"
20607,"Neutral"
21459,"Neutral"
11860,"Neutral"
5376,"Neutral"
3807,"Bad"
2985,"Neutral"
21640,"Good"
11493,"Bad"
5016,"Good"
25278,"Neutral"
21128,"Good"
6683,"Neutral"
16439,"Good"
23130,"Neutral"
8597,"Neutral"
16493,"Neutral"
1982,"Good"
1,"Bad"
3281,"Bad"
1096,"Bad"
3284,"Neutral"
11302,"Neutral"
6566,"Bad"
6567,"Neutral"
16408,"Neutral"
3289,"Neutral"
8756,"Neutral"
13495,"Bad"
6572,"Good"
15683,"Neutral"
3294,"Neutral"
7668,"Bad"
22976,"Bad"
10950,"Neutral"
12044,"Neutral"
23342,"Neutral"
16420,"Good"
6581,"Bad"
22,"Good"
23,"Neutral"
8770,"Neutral"
4398,"Good"
19706,"Neutral"
1120,"Good"
28,"Good"
17522,"Good"
17523,"Neutral"
3311,"Good"
3312,"Neutral"
7686,"Bad"
22994,"Neutral"
3315,"Neutral"
3316,"Neutral"
14250,"Good"
9878,"Neutral"
11336,"Neutral"
22270,"Neutral"
13161,"Good"
13162,"Good"
20816,"Good"
13164,"Bad"
1138,"Good"
7699,"Neutral"
6607,"Good"
14261,"Neutral"
1142,"Neutral"
3330,"Good"
6611,"Neutral"
17545,"Neutral"
6613,"Good"
9893,"Neutral"
9895,"Neutral"
5522,"Neutral"
6617,"Neutral"
58,"Good"
6619,"Bad"
60,"Neutral"
13181,"Good"
24112,"Good"
9903,"Good"
17557,"Neutral"
25211,"Neutral"
6626,"Neutral"
11000,"Neutral"
3348,"Neutral"
25215,"Good"
4443,"Neutral"
11004,"Bad"
20844,"Good"
16473,"Neutral"
74,"Neutral"
9915,"Neutral"
3356,"Good"
16841,"Neutral"
19758,"Good"
807,"Good"
80,"Neutral"
11014,"Good"
19762,"Neutral"
6643,"Good"
7737,"Good"
15391,"Bad"
11019,"Neutral"
2273,"Neutral"
88,"Neutral"
16489,"Bad"
90,"Neutral"
4464,"Good"
5558,"Good"
23053,"Bad"
1187,"Neutral"
16495,"Neutral"
96,"Good"
6657,"Neutral"
3378,"Neutral"
21965,"Neutral"
9940,"Neutral"
8847,"Good"
9942,"Neutral"
19783,"Neutral"
23063,"Neutral"
16505,"Neutral"
106,"Good"
8853,"Neutral"
19788,"Bad"
13229,"Neutral"
16510,"Neutral"
9951,"Neutral"
18698,"Bad"
4486,"Neutral"
9954,"Neutral"
4488,"Neutral"
116,"Bad"
6677,"Neutral"
8864,"Bad"
4492,"Bad"
484,"Neutral"
9961,"Good"
12148,"Good"
1216,"Bad"
20897,"Good"
14338,"Neutral"
23086,"Neutral"
127,"Neutral"
23088,"Neutral"
13249,"Good"
9970,"Bad"
9971,"Bad"
19812,"Neutral"
20906,"Good"
18720,"Good"
24188,"Neutral"
3416,"Bad"
13257,"Neutral"
23098,"Good"
139,"Neutral"
16540,"Good"
6701,"Good"
6702,"Neutral"
143,"Neutral"
144,"Bad"
13265,"Good"
1239,"Neutral"
22013,"Good"
5614,"Neutral"
9989,"Neutral"
3430,"Neutral"
7075,"Bad"
9992,"Good"
20926,"Neutral"
14367,"Good"
4528,"Bad"
3436,"Neutral"
5623,"Neutral"
13278,"Neutral"
17652,"Good"
6720,"Neutral"
6721,"Neutral"
4535,"Neutral"
163,"Neutral"
19844,"Bad"
9275,"Neutral"
11099,"Neutral"
23491,"Neutral"
12194,"Good"
3449,"Neutral"
12196,"Neutral"
171,"Good"
1265,"Neutral"
13657,"Good"
6004,"Good"
175,"Good"
16576,"Neutral"
3457,"Good"
23138,"Neutral"
8925,"Good"
13300,"Neutral"
16581,"Neutral"
13302,"Neutral"
17676,"Neutral"
17677,"Bad"
8931,"Neutral"
23146,"Neutral"
187,"Good"
18774,"Neutral"
189,"Good"
12215,"Good"
3471,"Bad"
16592,"Neutral"
10033,"Good"
194,"Neutral"
1652,"Good"
6756,"Neutral"
24250,"Neutral"
13318,"Neutral"
20243,"Good"
4573,"Neutral"
23161,"Neutral"
11135,"Neutral"
20976,"Neutral"
8950,"Good"
12231,"Good"
6766,"Bad"
1300,"Bad"
24261,"Neutral"
10049,"Neutral"
8956,"Bad"
7864,"Neutral"
13332,"Bad"
8959,"Bad"
13334,"Bad"
11148,"Neutral"
10056,"Neutral"
23177,"Good"
10058,"Good"
2405,"Neutral"
2406,"Neutral"
1314,"Neutral"
10062,"Good"
1680,"Good"
14437,"Good"
1318,"Good"
3506,"Neutral"
14440,"Good"
22094,"Neutral"
16629,"Good"
15536,"Neutral"
1324,"Neutral"
3512,"Good"
3513,"Neutral"
7887,"Neutral"
12261,"Good"
13356,"Good"
16637,"Neutral"
8984,"Good"
3519,"Neutral"
25386,"Neutral"
14454,"Neutral"
6072,"Bad"
23203,"Neutral"
23204,"Neutral"
3525,"Neutral"
246,"Neutral"
247,"Neutral"
6808,"Neutral"
22114,"Neutral"
1343,"Bad"
4624,"Neutral"
14465,"Good"
3533,"Neutral"
13374,"Neutral"
13375,"Neutral"
1349,"Good"
13377,"Neutral"
16658,"Neutral"
17752,"Neutral"
9006,"Bad"
21034,"Neutral"
10102,"Good"
5000,"Good"
14477,"Good"
16665,"Good"
6826,"Neutral"
1360,"Bad"
16668,"Neutral"
1362,"Neutral"
11203,"Neutral"
24324,"Neutral"
7925,"Good"
16673,"Bad"
5740,"Bad"
11208,"Neutral"
10116,"Neutral"
16677,"Bad"
16678,"Neutral"
23239,"Good"
6840,"Good"
13400,"Neutral"
3562,"Good"
2469,"Good"
10124,"Bad"
3929,"Neutral"
12312,"Neutral"
287,"Neutral"
13407,"Bad"
16689,"Neutral"
3570,"Neutral"
11224,"Neutral"
24345,"Good"
21066,"Good"
3574,"Neutral"
24348,"Neutral"
13416,"Neutral"
16697,"Bad"
16698,"Bad"
6859,"Neutral"
13420,"Bad"
2487,"Good"
1395,"Good"
7956,"Neutral"
3948,"Neutral"
10145,"Good"
24359,"Bad"
1400,"Bad"
10148,"Neutral"
10149,"Neutral"
13430,"Neutral"
17804,"Good"
21084,"Good"
15619,"Neutral"
4687,"Neutral"
25461,"Neutral"
16716,"Neutral"
2867,"Neutral"
1411,"Neutral"
2505,"Good"
3600,"Neutral"
6881,"Good"
1415,"Good"
16723,"Bad"
16724,"Neutral"
22555,"Good"
3606,"Good"
6886,"Neutral"
10168,"Neutral"
18915,"Bad"
11263,"Neutral"
24384,"Neutral"
1425,"Good"
2519,"Bad"
6894,"Neutral"
3615,"Bad"
10176,"Neutral"
20017,"Neutral"
10542,"Bad"
10543,"Neutral"
7993,"Bad"
13461,"Neutral"
3622,"Good"
4716,"Bad"
344,"Neutral"
20024,"Neutral"
12372,"Good"
9093,"Good"
13468,"Neutral"
16749,"Neutral"
6910,"Neutral"
16751,"Neutral"
16752,"Neutral"
353,"Bad"
718,"Good"
18941,"Good"
6916,"Neutral"
5823,"Bad"
23318,"Good"
6919,"Bad"
25506,"Good"
11658,"Good"
13846,"Neutral"
6923,"Good"
20044,"Bad"
18950,"Bad"
20046,"Good"
6927,"Neutral"
23328,"Good"
13853,"Neutral"
9116,"Neutral"
18228,"Neutral"
23332,"Neutral"
16773,"Neutral"
4747,"Neutral"
23699,"Neutral"
4749,"Neutral"
10581,"Neutral"
378,"Neutral"
23338,"Neutral"
380,"Bad"
5847,"Neutral"
3662,"Neutral"
7307,"Good"
17877,"Good"
14598,"Neutral"
1843,"Bad"
1480,"Neutral"
3668,"Neutral"
389,"Good"
6950,"Good"
17884,"Bad"
10232,"Bad"
10233,"Good"
13514,"Neutral"
5495,"Neutral"
396,"Neutral"
8050,"Good"
22264,"Neutral"
13519,"Neutral"
9146,"Good"
401,"Neutral"
21175,"Neutral"
10607,"Good"
14981,"Good"
1498,"Neutral"
6966,"Neutral"
25553,"Good"
4781,"Neutral"
21182,"Good"
14621,"Bad"
9157,"Neutral"
10616,"Neutral"
1506,"Neutral"
2600,"Neutral"
20095,"Good"
14629,"Good"
16817,"Neutral"
14631,"Bad"
2605,"Good"
8437,"Bad"
11354,"Neutral"
20102,"Neutral"
10263,"Neutral"
3704,"Neutral"
23385,"Neutral"
426,"Bad"
19013,"Neutral"
8081,"Good"
429,"Neutral"
1523,"Bad"
21204,"Neutral"
13552,"Good"
13553,"Neutral"
13554,"Good"
20115,"Good"
20116,"Neutral"
437,"Good"
4811,"Good"
24492,"Neutral"
19026,"Neutral"
11738,"Neutral"
8459,"Neutral"
2264,"Good"
8097,"Neutral"
16845,"Neutral"
13566,"Neutral"
16847,"Good"
23408,"Neutral"
3729,"Neutral"
450,"Neutral"
20131,"Neutral"
4825,"Neutral"
16853,"Neutral"
8107,"Good"
11388,"Neutral"
8109,"Bad"
20137,"Neutral"
458,"Neutral"
21232,"Neutral"
3740,"Bad"
16861,"Neutral"
3742,"Neutral"
16862,"Bad"
16864,"Neutral"
16865,"Neutral"
3746,"Neutral"
16867,"Neutral"
1561,"Good"
10309,"Neutral"
20150,"Good"
4844,"Neutral"
20152,"Neutral"
19059,"Neutral"
11407,"Good"
5941,"Good"
3756,"Good"
11409,"Neutral"
23438,"Neutral"
23439,"Neutral"
3760,"Bad"
20161,"Good"
4855,"Bad"
1576,"Neutral"
21621,"Neutral"
20165,"Neutral"
16886,"Bad"
14700,"Neutral"
8141,"Neutral"
10329,"Neutral"
20169,"Good"
8144,"Neutral"
13612,"Good"
13613,"Good"
19080,"Good"
11428,"Good"
3776,"Neutral"
497,"Neutral"
20178,"Bad"
499,"Neutral"
500,"Neutral"
3781,"Good"
19088,"Good"
21276,"Good"
2690,"Bad"
13625,"Neutral"
506,"Neutral"
23467,"Good"
16908,"Neutral"
20189,"Good"
510,"Bad"
7071,"Bad"
8165,"Neutral"
5979,"Neutral"
16914,"Neutral"
18372,"Good"
13636,"Bad"
18010,"Good"
518,"Neutral"
519,"Bad"
24573,"Neutral"
1614,"Neutral"
1615,"Neutral"
20203,"Good"
9270,"Neutral"
13645,"Neutral"
15832,"Bad"
5993,"Neutral"
16928,"Good"
11097,"Good"
22395,"Neutral"
9641,"Good"
10736,"Bad"
11830,"Neutral"
13654,"Neutral"
8188,"Neutral"
4909,"Neutral"
23861,"Neutral"
18395,"Bad"
3819,"Neutral"
10380,"Good"
8194,"Bad"
3822,"Neutral"
20587,"Bad"
10748,"Good"
8198,"Bad"
8199,"Neutral"
13667,"Bad"
15853,"Neutral"
9295,"Neutral"
7110,"Good"
551,"Good"
10392,"Neutral"
23512,"Neutral"
554,"Good"
15861,"Neutral"
7116,"Good"
4930,"Neutral"
1651,"Neutral"
7483,"Bad"
15866,"Good"
6027,"Neutral"
12223,"Neutral"
13316,"Neutral"
7124,"Good"
11498,"Neutral"
15872,"Neutral"
21340,"Neutral"
16968,"Good"
3849,"Neutral"
570,"Good"
8224,"Neutral"
11869,"Neutral"
1666,"Neutral"
18067,"Neutral"
1668,"Good"
13696,"Neutral"
19163,"Good"
3858,"Neutral"
18072,"Neutral"
23540,"Neutral"
2767,"Good"
8235,"Bad"
8236,"Good"
9330,"Good"
585,"Good"
7146,"Neutral"
10791,"Neutral"
7148,"Good"
12979,"Bad"
20270,"Good"
13711,"Good"
18085,"Good"
18086,"Neutral"
594,"Bad"
15901,"Good"
23556,"Neutral"
13717,"Neutral"
12624,"Neutral"
16999,"Bad"
14813,"Neutral"
7161,"Neutral"
17002,"Bad"
14816,"Bad"
8257,"Neutral"
8258,"Bad"
23930,"Good"
1700,"Neutral"
21381,"Good"
18102,"Good"
19195,"Neutral"
611,"Neutral"
14825,"Good"
3893,"Good"
17014,"Good"
615,"Neutral"
1709,"Neutral"
21390,"Neutral"
19204,"Neutral"
4992,"Neutral"
10460,"Bad"
1714,"Bad"
10462,"Neutral"
18116,"Neutral"
8277,"Neutral"
13745,"Neutral"
3906,"Good"
17391,"Bad"
628,"Neutral"
7189,"Neutral"
24683,"Neutral"
1724,"Neutral"
24685,"Neutral"
14846,"Neutral"
17034,"Good"
635,"Neutral"
636,"Neutral"
17037,"Good"
23597,"Good"
24692,"Neutral"
23600,"Neutral"
3921,"Good"
7202,"Neutral"
23603,"Good"
12670,"Neutral"
10485,"Neutral"
14859,"Good"
23607,"Good"
648,"Good"
20693,"Good"
23610,"Neutral"
14863,"Good"
14865,"Neutral"
2839,"Good"
11587,"Neutral"
11952,"Neutral"
656,"Neutral"
18150,"Good"
6488,"Neutral"
19245,"Neutral"
2481,"Neutral"
661,"Good"
10501,"Good"
7951,"Good"
5037,"Neutral"
20345,"Bad"
13786,"Neutral"
667,"Good"
4312,"Bad"
16339,"Neutral"
13790,"Neutral"
3951,"Neutral"
672,"Good"
20353,"Neutral"
23633,"Neutral"
21446,"Neutral"
21449,"Neutral"
7237,"Good"
1771,"Neutral"
5416,"Good"
19630,"Neutral"
25098,"Neutral"
3962,"Good"
13803,"Good"
3964,"Neutral"
12711,"Good"
7246,"Good"
6153,"Neutral"
4332,"Good"
18544,"Neutral"
3970,"Good"
5064,"Neutral"
14904,"Neutral"
7253,"Bad"
17094,"Bad"
10535,"Neutral"
1060,"Good"
697,"Neutral"
10538,"Neutral"
21472,"Bad"
24753,"Neutral"
701,"Neutral"
16372,"Neutral"
10907,"Bad"
9450,"Neutral"
12731,"Neutral"
1799,"Neutral"
16013,"Neutral"
5081,"Neutral"
13829,"Neutral"
3990,"Neutral"
20391,"Good"
8365,"Neutral"
14926,"Good"
11647,"Neutral"
715,"Good"
13835,"Neutral"
20395,"Good"
7642,"Neutral"
12745,"Neutral"
18574,"Neutral"
721,"Neutral"
18215,"Bad"
723,"Bad"
724,"Bad"
16394,"Good"
17490,"Good"
12753,"Good"
728,"Neutral"
7653,"Neutral"
730,"Neutral"
11664,"Neutral"
17132,"Good"
12030,"Neutral"
12760,"Neutral"
5472,"Neutral"
20416,"Neutral"
7297,"Neutral"
20418,"Neutral"
22969,"Neutral"
1468,"Bad"
15682,"Good"
14955,"Neutral"
18235,"Bad"
13864,"Bad"
5118,"Good"
5483,"Good"
14229,"Bad"
10588,"Bad"
14962,"Neutral"
19700,"Neutral"
13871,"Neutral"
10592,"Bad"
5126,"Good"
754,"Neutral"
17155,"Neutral"
20436,"Neutral"
14970,"Good"
2944,"Neutral"
9140,"Neutral"
20561,"Good"
13881,"Good"
13882,"Bad"
1856,"Neutral"
4044,"Neutral"
4045,"Good"
4046,"Bad"
24091,"Bad"
6233,"Bad"
14616,"Neutral"
1134,"Bad"
10611,"Neutral"
17172,"Good"
20453,"Bad"
10614,"Neutral"
1868,"Neutral"
5513,"Bad"
8430,"Neutral"
22644,"Neutral"
20459,"Neutral"
22646,"Bad"
24834,"Neutral"
5155,"Neutral"
4063,"Neutral"
24108,"Good"
17185,"Bad"
21559,"Neutral"
4067,"Neutral"
10627,"Bad"
5162,"Neutral"
18283,"Neutral"
791,"Good"
22658,"Bad"
10633,"Good"
17194,"Neutral"
11728,"Neutral"
17196,"Neutral"
5170,"Neutral"
25213,"Neutral"
13919,"Good"
15376,"Neutral"
801,"Neutral"
18295,"Neutral"
17203,"Bad"
18297,"Bad"
13195,"Neutral"
14168,"Neutral"
2021,"Good"
808,"Good"
17208,"Good"
19396,"Neutral"
13931,"Neutral"
17212,"Neutral"
13933,"Neutral"
13934,"Neutral"
10655,"Neutral"
13936,"Good"
817,"Neutral"
8471,"Good"
4099,"Neutral"
23780,"Neutral"
21594,"Neutral"
22688,"Neutral"
20503,"Bad"
4104,"Neutral"
20505,"Bad"
